feature_id,parent_feature_id,source_tracker,surface,feature,entrypoint_or_route,source_evidence,risk_level,user_story,expected_behavior,setup_preconditions,test_command_or_steps,verification_mode,status,evidence,bug_id,bug_summary,bug_repro,fix_status,retest_evidence,last_verified_at,owner_lane,notes,review_status,review_notes,fix_strategy,validation_status
DASH-API-001,API-001,docs/qa/dashboard-user-story-status.csv,Dashboard API,Sessions API,/api/sessions.json,src/ctx/monitor/api/readonly.py,High,As a dashboard client I can fetch session summaries,API returns JSON session rows and safe empty state data,ctx-monitor running,GET /api/sessions.json and validate JSON shape,Manual/Documented,Tested Pass,PASS: /api/sessions.json returned HTTP 200 and a JSON list of session rows in 0.328s.,,,,,,2026-06-25,Dashboard/Docs Lane,,Reviewed by no-mistakes,Historical tracker import; current canonical row is covered by completed goal-loop review and no-mistakes gate.,Ponytail: no fix needed unless retest produces a concrete regression.,Validated by completed goal-loop and no-mistakes gate
DASH-API-002,API-002,docs/qa/dashboard-user-story-status.csv,Dashboard API,Manifest API,/api/manifest.json,src/ctx/monitor/api/readonly.py; src/ctx/monitor/services/manifest.py,High,As a dashboard client I can fetch loaded manifest data,API returns loaded skills agents and MCP metadata without leaking secrets,ctx-monitor running,GET /api/manifest.json and validate JSON shape,Manual/Documented,Tested Pass,PASS: /api/manifest.json returned HTTP 200 JSON with load unload and warnings keys.,,,,,,2026-06-25,Dashboard/Docs Lane,,Reviewed by no-mistakes,Historical tracker import; current canonical row is covered by completed goal-loop review and no-mistakes gate.,Ponytail: no fix needed unless retest produces a concrete regression.,Validated by completed goal-loop and no-mistakes gate
DASH-API-003,API-003,docs/qa/dashboard-user-story-status.csv,Dashboard API,Status API,/api/status.json,src/ctx/monitor/api/readonly.py,High,As a dashboard client I can fetch health status,API returns dashboard health graph config artifact status and telemetry health without hiding exporter degradation,ctx-monitor running,GET /api/status.json and validate JSON shape,Manual/Documented,Tested Pass,PASS: status page rendered Telemetry health with degraded exporter details and /api/status.json returned telemetry spool/export status plus queue and artifacts keys.,,,,,,2026-06-30,Dashboard/Docs Lane,Phase 2 tightened telemetry health behavior assertions in test_ctx_monitor.py.,Reviewed by no-mistakes,Historical tracker import; current canonical row is covered by completed goal-loop review and no-mistakes gate.,Ponytail: no fix needed unless retest produces a concrete regression.,Validated by completed goal-loop and no-mistakes gate
DASH-API-004,API-004,docs/qa/dashboard-user-story-status.csv,Dashboard API,KPI API,/api/kpi.json,src/ctx/monitor/api/readonly.py,High,As a dashboard client I can fetch KPI data,API returns metric payloads that match the KPI page,ctx-monitor running,GET /api/kpi.json and compare with page expectations,Manual/Documented,Tested Pass,PASS: /api/kpi.json returned HTTP 200 JSON with generated_at total and grade summary keys.,,,,,,2026-06-25,Dashboard/Docs Lane,,Reviewed by no-mistakes,Historical tracker import; current canonical row is covered by completed goal-loop review and no-mistakes gate.,Ponytail: no fix needed unless retest produces a concrete regression.,Validated by completed goal-loop and no-mistakes gate
DASH-API-005,API-005,docs/qa/dashboard-user-story-status.csv,Dashboard API,Grades API,/api/grades.json,src/ctx/monitor/api/readonly.py,High,As a dashboard client I can fetch grade summaries,API returns quality grade summaries for skills agents MCPs and harnesses,ctx-monitor running,GET /api/grades.json and validate JSON shape,Manual/Documented,Tested Pass,PASS: /api/grades.json returned HTTP 200 JSON with grades and total keys.,,,,,,2026-06-25,Dashboard/Docs Lane,,Reviewed by no-mistakes,Historical tracker import; current canonical row is covered by completed goal-loop review and no-mistakes gate.,Ponytail: no fix needed unless retest produces a concrete regression.,Validated by completed goal-loop and no-mistakes gate
DASH-API-006,API-013,docs/qa/dashboard-user-story-status.csv,Dashboard API,Sidecars API,/api/sidecars.json,src/ctx/monitor/api/readonly.py; src/ctx/monitor/services/sidecars.py,High,As a dashboard client I can fetch searchable card data,API supports q type grade floor and limit filters with bounded output,ctx-monitor running,GET /api/sidecars.json?q=review&type=agent&limit=5,Manual/Documented,Tested Pass,PASS: /api/sidecars.json?q=review&type=agent&limit=5 returned HTTP 200 JSON with items total and pagination keys.,,,,,,2026-06-25,Dashboard/Docs Lane,,Reviewed by no-mistakes,Historical tracker import; current canonical row is covered by completed goal-loop review and no-mistakes gate.,Ponytail: no fix needed unless retest produces a concrete regression.,Validated by completed goal-loop and no-mistakes gate
DASH-API-007,API-006,docs/qa/dashboard-user-story-status.csv,Dashboard API,Runtime API,/api/runtime.json,src/ctx/monitor/api/readonly.py and src/ctx/monitor/services/runtime.py,High,As a dashboard client I can fetch runtime lifecycle diagnostics,API returns validation escalation selection token usage and recent usage metadata without raw evidence strings or secrets,ctx-monitor running,GET /api/runtime.json and scan for secret-like fields plus raw evidence strings,Automated Test,Retested Pass,PASS: focused runtime monitor test asserts recent_tool_usage exposes evidence_present/evidence_length and not the raw evidence value.,,,,,PASS: focused runtime monitor test asserts recent_tool_usage exposes evidence_present/evidence_length and not the raw evidence value.,2026-07-05,Dashboard/Docs Lane,,Reviewed by no-mistakes,Final no-mistakes validation completed in run 01KWSCY4EF01EXWSHYB5SGS4BC on PR #238; PR merged and post-merge inventory cleanup PR #239 passed.,Ponytail: privacy-safe runtime metadata only; no broader behavior change.,Validated by prior focused gates plus no-mistakes run 01KWSCY4EF01EXWSHYB5SGS4BC; no longer pending canonical feature-loop validation.
DASH-API-008,API-014,docs/qa/dashboard-user-story-status.csv,Dashboard API,SkillSpector API,/api/skillspector.json,src/ctx/monitor/api/readonly.py; src/ctx/monitor/services/skillspector.py,High,As a dashboard client I can fetch SkillSpector findings,API returns audit records filtered by severity and query,ctx-monitor running,GET /api/skillspector.json?severity=HIGH&q=prompt,Manual/Documented,Tested Pass,PASS: /api/skillspector.json?severity=HIGH&q=prompt returned HTTP 200 JSON with summary filters and records keys.,,,,,,2026-06-25,Dashboard/Docs Lane,,Reviewed by no-mistakes,Historical tracker import; current canonical row is covered by completed goal-loop review and no-mistakes gate.,Ponytail: no fix needed unless retest produces a concrete regression.,Validated by completed goal-loop and no-mistakes gate
DASH-API-009,API-012,docs/qa/dashboard-user-story-status.csv,Dashboard API,Config API,/api/config.json,src/ctx/monitor/api/readonly.py; src/ctx/monitor/services/config.py; src/ctx_config.py,High,As a dashboard client I can fetch effective config,See canonical API-012 for the exact config payload and redaction contract.,ctx-monitor running or temp config fixture,See canonical API-012 test_command_or_steps,Automated Test,Tested Pass,Canonical API-012 owns the current config API evidence.,AUDIT-069,See canonical API-012 and AUDIT-069 for the resolved privacy defect.,See canonical API-012 bug_repro.,Fixed,See canonical API-012 retest_evidence.,2026-07-16,Dashboard/Docs Lane,Dashboard projection of the canonical API-012 contract.,Approved by independent privacy reviewer,Canonical API-012 owns the privacy review evidence.,See canonical API-012 fix_strategy.,See canonical API-012 validation_status.
DASH-API-010,API-007,docs/qa/dashboard-user-story-status.csv,Dashboard API,Entity Search API,/api/entities/search.json,src/ctx/monitor/api/readonly.py,High,As a dashboard client I can search entities for autocomplete,API returns typed entity suggestions with wiki-relative paths for search terms and rejects unsafe queries cleanly,ctx-monitor running,GET /api/entities/search.json?q=github&type=skill,Manual/Documented,Tested Pass,PASS: /api/entities/search.json?q=github&type=skill&limit=5 returned HTTP 200 JSON with results and total keys.,,,,,,2026-06-25,Dashboard/Docs Lane,,Reviewed by no-mistakes,Historical tracker import; current canonical row is covered by completed goal-loop review and no-mistakes gate.,Ponytail: path privacy only; result paths are wiki-relative.,Validated by completed goal-loop and no-mistakes gate
DASH-API-011,,docs/qa/dashboard-user-story-status.csv,Dashboard API,Events Stream API,/api/events.stream,src/ctx/monitor/api/readonly.py,High,As a dashboard client I can stream live events,API opens a server-sent event stream and sends data or a clear heartbeat without hanging page load,ctx-monitor running,GET /api/events.stream with timeout and validate SSE framing,Manual/Documented,Retested Pass,FAIL: /api/events.stream timed out without returning bytes within 10 seconds.,DASH-UX-001,SSE stream did not send an initial heartbeat or ready comment.,GET /api/events.stream with timeout and validate SSE framing,Fixed by flushing an immediate : connected SSE comment.,PASS: /api/events.stream returned HTTP 200 and : connected within 1.1s after dashboard restart.,2026-06-25,Dashboard/Docs Lane,,Reviewed by no-mistakes,Historical tracker import; current canonical row is covered by completed goal-loop review and no-mistakes gate.,Ponytail: no fix needed unless retest produces a concrete regression.,Validated by completed goal-loop and no-mistakes gate
DASH-API-012,API-008,docs/qa/dashboard-user-story-status.csv,Dashboard API,Entity Detail API,/api/entity/<slug>.json,src/ctx/monitor/routes.py,High,As a dashboard client I can fetch typed entity detail,API returns full entity detail with wiki-relative paths for safe slugs and safe 404 for unknown or unsafe slugs,ctx-monitor running,GET /api/entity/github.json?type=mcp-server and invalid slug,Manual/Documented,Tested Pass,PASS: /api/entity/github.json?type=mcp-server returned HTTP 200 JSON with slug type path frontmatter and body keys.,,,,,,2026-06-25,Dashboard/Docs Lane,Entity detail paths are wiki-relative and do not expose host roots.,Reviewed by no-mistakes,Historical tracker import; current canonical row is covered by completed goal-loop review and no-mistakes gate.,Ponytail: path privacy only; no payload shape expansion beyond wiki-relative path.,Validated by completed goal-loop and no-mistakes gate
DASH-API-013,API-015,docs/qa/dashboard-user-story-status.csv,Dashboard API,Skill Detail API,/api/skill/<slug>.json,src/ctx/monitor/routes.py,High,As a dashboard client I can fetch legacy skill detail,API returns sidecar skill JSON or JSON detail 404 for missing/unsafe slugs without leaking paths,ctx-monitor running,GET /api/skill/github.json and /api/skill/missing-sidecar.json,Manual/Documented,Retested Pass,PASS: /api/skill/github.json?type=skill returned HTTP 200 JSON sidecar payload and focused monitor tests covered JSON detail 404 for a missing sidecar.,AUDIT-025,Missing sidecar API responses used an HTML 404 body.,GET /api/skill/missing-sidecar.json before the fix and inspect status content type and body.,Fixed,PASS: .venv/bin/python -m pytest src/tests/test_ctx_monitor.py::test_skill_sidecar_api_missing_sidecar_returns_json_404 src/tests/test_ctx_monitor.py::test_skill_sidecar_api_reads_typed_sidecar -q -> 2 passed.,2026-07-05,Dashboard/Docs Lane,Updated for JSON API missing-sidecar 404 behavior.,Reviewed by no-mistakes,Focused monitor API sidecar regression passed locally; current canonical row is covered by completed goal-loop review and no-mistakes gate.,Ponytail: route-local JSON error only; no dispatcher refactor.,Validated by focused monitor API regression and completed goal-loop/no-mistakes gate.
DASH-API-014,API-009,docs/qa/dashboard-user-story-status.csv,Dashboard API,Graph Neighborhood API,/api/graph/<slug>.json,src/ctx/monitor/services/graph.py; src/ctx/monitor/services/graph_artifacts.py,High,As a dashboard client I can fetch graph neighborhoods quickly,API resolves slug and type to bounded nodes edges suggestions and readable relationship data,ctx-monitor running with graph artifact,GET /api/graph/github.json?type=skill&limit=20 and validate JSON shape plus latency,Manual/Documented,Tested Pass,PASS: /api/graph/github.json?type=skill&limit=20 returned HTTP 200 JSON with nodes edges center resolved suggestions schema layout and insights keys.,,,,,,2026-06-25,Dashboard/Docs Lane,,Reviewed by no-mistakes,Historical tracker import; current canonical row is covered by completed goal-loop review and no-mistakes gate.,Ponytail: no fix needed unless retest produces a concrete regression.,Validated by completed goal-loop and no-mistakes gate
DASH-POST-001,,docs/qa/dashboard-user-story-status.csv,Dashboard Mutation,Load API,/api/load,src/ctx/monitor/api/mutations.py; src/ctx/monitor/services/lifecycle.py,High,As a dashboard user I can load an entity safely,POST validates mutation token entity type and slug before mutating active load state,ctx-monitor running with mutation token and fixture,POST /api/load against temp fixture and verify response plus state,Automated Test,Tested Pass,PASS: focused pytest covered /api/load token and fixture-backed load mutation behavior.,,,,,,2026-06-25,Dashboard/Docs Lane,,Reviewed by no-mistakes,Historical tracker import; current canonical row is covered by completed goal-loop review and no-mistakes gate.,Ponytail: no fix needed unless retest produces a concrete regression.,Validated by completed goal-loop and no-mistakes gate
DASH-POST-002,,docs/qa/dashboard-user-story-status.csv,Dashboard Mutation,Unload API,/api/unload,src/ctx/monitor/api/mutations.py,High,As a dashboard user I can unload an entity safely,POST validates mutation token entity type and slug before unloading without deleting source files,ctx-monitor running with mutation token and fixture,POST /api/unload against temp fixture and verify response plus state,Automated Test,Tested Pass,PASS: focused pytest covered /api/unload token and fixture-backed unload mutation behavior.,,,,,,2026-06-25,Dashboard/Docs Lane,,Reviewed by no-mistakes,Historical tracker import; current canonical row is covered by completed goal-loop review and no-mistakes gate.,Ponytail: no fix needed unless retest produces a concrete regression.,Validated by completed goal-loop and no-mistakes gate
DASH-POST-003,,docs/qa/dashboard-user-story-status.csv,Dashboard Mutation,Config Save API,/api/config,src/ctx/monitor/api/mutations.py; src/ctx/monitor/services/config.py,High,As a dashboard user I can save config changes safely,POST validates mutation token required fields and writes only allowed config overrides,ctx-monitor running with mutation token and temp config,POST /api/config with temp profile and verify file contents,Automated Test,Tested Pass,PASS: focused pytest covered config page dirty-field posting and clear-overrides behavior.,,,,,,2026-06-25,Dashboard/Docs Lane,,Reviewed by no-mistakes,Historical tracker import; current canonical row is covered by completed goal-loop review and no-mistakes gate.,Ponytail: no fix needed unless retest produces a concrete regression.,Validated by completed goal-loop and no-mistakes gate
DASH-POST-004,,docs/qa/dashboard-user-story-status.csv,Dashboard Mutation,Entity Upsert API,/api/entity/upsert,src/ctx/monitor/api/mutations.py; src/ctx/dashboard_entities.py,High,As a dashboard user I can add or update entities manually,POST validates type slug and body runs entity-specific safety gates and queues graph refresh,ctx-monitor running with mutation token and temp wiki,POST /api/entity/upsert against temp wiki and verify entity page plus queue,Automated Test,Tested Pass,"PASS: focused pytest covered /api/entity/upsert validation, entity write, and queue behavior.",,,,,,2026-06-25,Dashboard/Docs Lane,,Reviewed by no-mistakes,Historical tracker import; current canonical row is covered by completed goal-loop review and no-mistakes gate.,Ponytail: no fix needed unless retest produces a concrete regression.,Validated by completed goal-loop and no-mistakes gate
DASH-POST-005,,docs/qa/dashboard-user-story-status.csv,Dashboard Mutation,Entity Delete API,/api/entity/delete,src/ctx/monitor/routes.py; src/ctx/monitor/api/mutations.py; src/ctx/dashboard_entities.py; src/ctx/core/wiki/wiki_queue_worker.py,High,As a dashboard user I can delete a wiki entity safely,POST validates the mutation token entity type and safe slug; unloads a live entity before unlinking its wiki page; queues graph and pack tombstone refresh,ctx-monitor running with mutation token and temp wiki,.venv/bin/python -m pytest -q --no-cov src/tests/test_ctx_monitor.py src/tests/test_wiki_queue_worker.py -k entity_delete,Automated Test,Tested Pass,PASS: 8 focused HTTP deletion and queued tombstone tests passed outside the managed sandbox in 1.89s.,,,,,,2026-07-16,Dashboard/Docs Lane,Expected behavior now separates immediate unlink from queued worker tombstones and does not invent an ownership field.,Reviewed locally,Historical ownership wording was unsupported by the code and omitted the queued worker boundary.,Ponytail: corrected tracker evidence and contract without adding speculative ownership infrastructure.,Retested in current audit phase
B-API-001,PYAPI-001,expert-lane/api-mcp-harness,Python API,Package exports,ctx package exports,src/ctx/__init__.py; src/ctx/api.py,High,"As a Python caller, I can import stable ctx helpers.","ctx re-exports public recommendation, wiki, graph, and list helpers without breaking import compatibility.",Repo checkout with Python 3.11+ dev environment.,python -m pytest -q src/tests/test_public_api.py src/tests/test_harness_ctx_core.py src/tests/test_recommendation_surfaces_golden.py,Automated Test,Tested Pass,"PASS: /tmp/ctx-verify-venv/bin/python -m pytest -q --no-cov src/tests/test_public_api.py src/tests/test_harness_ctx_core.py src/tests/test_recommendation_surfaces_golden.py src/tests/test_enterprise_telemetry.py src/tests/test_mcp_server.py src/tests/test_mcp_router.py src/tests/test_mcp_live_compat.py src/tests/test_mcp_install.py -> 383 passed, 1 skipped; package export/signature/API behavior covered.",,,,,"PASS: API/MCP validation slice on 2026-07-01: 383 passed, 1 opt-in live MCP skip; harness recommendation slice: 15 passed; explicit live MCP compatibility check: 8 passed, 1 opt-in skip.",2026-07-01,API/MCP Lane,Child row from API/MCP lane; ctx_core_tool_names/recommendation_graph helpers are not package re-exported.,Reviewed by no-mistakes,no-mistakes run 01KWF5NJXTAFH6FVTR96PS2B2B reached checks-passed on PR #210 before this tracker slice; OpenCodeReview LLM endpoint remains unavailable.,"Ponytail: validate first, then make the smallest behavior-preserving fix only if the repro is confirmed.",Validated by completed goal-loop and no-mistakes gate
B-API-002,PYAPI-001,expert-lane/api-mcp-harness,Python API,Recommendation API,"recommend_bundle(query, top_k); recommend_related(...)",src/ctx/api.py; src/ctx/adapters/generic/ctx_core_tools.py,High,"As an app, I can get ctx capability recommendations.","recommend_bundle returns skill, agent, and MCP recommendations and recommend_related returns graph-backed suggestions after partial selection while mapping structured errors to empty results.",Repo checkout with Python 3.11+ dev environment.,python -m pytest -q src/tests/test_recommendation_surfaces_golden.py src/tests/test_harness_ctx_core.py,Automated Test,Tested Pass,"PASS: recommendation public/core surfaces covered by test_public_api.py, test_recommendation_surfaces_golden.py, and test_harness_ctx_core.py in API/MCP slice -> 383 passed, 1 skipped.",,,,,"PASS: API/MCP validation slice on 2026-07-01: 383 passed, 1 opt-in live MCP skip; harness recommendation slice: 15 passed; explicit live MCP compatibility check: 8 passed, 1 opt-in skip.",2026-07-02,API/MCP Lane,Harnesses remain companion metadata rather than primary recommendations; related recommendations use selected and rejected IDs.,Reviewed by no-mistakes,no-mistakes run 01KWF5NJXTAFH6FVTR96PS2B2B reached checks-passed on PR #210 before this tracker slice; OpenCodeReview LLM endpoint remains unavailable.,"Ponytail: validate first, then make the smallest behavior-preserving fix only if the repro is confirmed.",Validated by completed goal-loop and no-mistakes gate
B-API-003,PYAPI-001,expert-lane/api-mcp-harness,Python API,Graph API,"graph_query(seeds, max_hops, top_n)",src/ctx/api.py; src/ctx/adapters/generic/ctx_core_tools.py; src/ctx/core/graph/resolve_graph.py,High,"As an app, I can explore nearby ctx entities.","graph_query returns bounded graph neighbors for skill, agent, MCP, and harness seeds.",Repo checkout with Python 3.11+ dev environment.,python -m pytest -q src/tests/test_harness_ctx_core.py,Automated Test,Tested Pass,"PASS: graph_query public/core behavior covered by test_public_api.py and test_harness_ctx_core.py in API/MCP slice -> 383 passed, 1 skipped.",,,,,"PASS: API/MCP validation slice on 2026-07-01: 383 passed, 1 opt-in live MCP skip; harness recommendation slice: 15 passed; explicit live MCP compatibility check: 8 passed, 1 opt-in skip.",2026-07-01,API/MCP Lane,Invalid or missing graph state collapses to an empty result for library callers.,Reviewed by no-mistakes,no-mistakes run 01KWF5NJXTAFH6FVTR96PS2B2B reached checks-passed on PR #210 before this tracker slice; OpenCodeReview LLM endpoint remains unavailable.,"Ponytail: validate first, then make the smallest behavior-preserving fix only if the repro is confirmed.",Validated by completed goal-loop and no-mistakes gate
B-API-004,PYAPI-001,expert-lane/api-mcp-harness,Python API,Wiki API,wiki_search/wiki_get,src/ctx/api.py; src/ctx/adapters/generic/ctx_core_tools.py,High,"As an app, I can inspect wiki entities.","Search and get calls return slug, frontmatter, body, and type-aware entity details.",Repo checkout with Python 3.11+ dev environment.,python -m pytest -q src/tests/test_harness_ctx_core.py,Automated Test,Retested Pass,"PASS: commits 9cbe248c and 33d5353f bound wiki bodies and expose each raw wiki call/result to exactly one subsequent provider request; durable session records and replay strip raw results, and invalid or reused tool-call IDs fail before side effects.",AUDIT-077,"Direct wiki tool results previously remained in durable provider history after their useful turn.","Call wiki_get for an entity, persist or replay the session, and inspect later provider messages for the raw call or result.",Fixed,"PASS: the focused loop/state regressions included in the 434-test runtime checkpoint prove one-turn lifetime, persistence/replay stripping, compaction blocking, and fail-before-side-effect ID validation.",2026-07-25,API/MCP Lane,Model-authored quotations or summaries become ordinary assistant output and remain a documented residual risk.,Approved by independent runtime reviewer,The direct raw wiki lifetime and durable-history repros are closed without claiming removal of model-authored text.,Ponytail: retain the one-turn provider-copy lease and strip raw tool context at persistence and replay boundaries.,Validated by commit 33d5353f and the 434-test focused runtime checkpoint
B-API-005,PYAPI-001,expert-lane/api-mcp-harness,Python API,Catalog API,list_all_entities/default_wiki_dir,src/ctx/api.py; src/ctx/__init__.py; src/ctx/core/entity_types.py,Medium,"As tooling, I can enumerate installed catalog entities.","The API lists recommendable skills, agents, MCPs, and harnesses and resolves the configured wiki directory.",Repo checkout with Python 3.11+ dev environment.,python -m pytest -q --no-cov src/tests/test_public_api.py src/tests/test_harness_recommendations.py,Automated Test,Retested Pass,PASS: direct catalog API and harness recommendation tests reported 59 passed.,,,,,PASS: list_all_entities and default_wiki_dir behavior is covered directly across public API exports wiki/config fallbacks and harness enumeration.,2026-07-11,API/MCP Lane,Depends on local wiki/config presence.,Reviewed locally,Local standards/spec review confirmed the implementation paths and direct public behavior tests.,Ponytail: correct stale evidence only; no catalog API behavior change.,Validated by 59 focused public API and harness recommendation tests plus canonical evidence-path guard
B-API-006,PYAPI-001,expert-lane/api-mcp-harness,Python API,Privacy telemetry wrapper,ctx.api _call telemetry wrapper,src/ctx/api.py,High,"As maintainers, we can observe API use without leaking prompts.","API telemetry hashes raw query, slug, and seeds and records route, status, and error class.",Repo checkout with Python 3.11+ dev environment.,python -m pytest -q src/tests/test_recommendation_surfaces_golden.py src/tests/test_enterprise_telemetry.py,Automated Test,Tested Pass,"PASS: privacy-safe API telemetry covered by test_public_api.py, test_harness_ctx_core.py, test_recommendation_surfaces_golden.py, and test_enterprise_telemetry.py in API/MCP slice -> 383 passed, 1 skipped.",,,,,"PASS: API/MCP validation slice on 2026-07-01: 383 passed, 1 opt-in live MCP skip; harness recommendation slice: 15 passed; explicit live MCP compatibility check: 8 passed, 1 opt-in skip.",2026-07-01,Telemetry/Release Lane,No raw args in telemetry by design; debugging needs local reproduction.,Reviewed by no-mistakes,no-mistakes run 01KWF5NJXTAFH6FVTR96PS2B2B reached checks-passed on PR #210 before this tracker slice; OpenCodeReview LLM endpoint remains unavailable.,"Ponytail: validate first, then make the smallest behavior-preserving fix only if the repro is confirmed.",Validated by completed goal-loop and no-mistakes gate
B-MCP-001,CLI-024,expert-lane/api-mcp-harness,MCP/Core Tools,Standalone MCP discovery,ctx-mcp-server initialize/tools/list,src/ctx/mcp_server/server.py; src/ctx/mcp_server/__init__.py,High,"As an MCP host, I can discover ctx tools.",The JSON-RPC stdio server initializes and lists ctx tool schemas.,Repo checkout with Python 3.11+ dev environment.,python -m pytest -q src/tests/test_mcp_server.py,Automated Test,Tested Pass,"PASS: standalone MCP discovery covered by test_mcp_server.py in API/MCP slice -> 383 passed, 1 skipped.",,,,,"PASS: API/MCP validation slice on 2026-07-01: 383 passed, 1 opt-in live MCP skip; harness recommendation slice: 15 passed; explicit live MCP compatibility check: 8 passed, 1 opt-in skip.",2026-07-01,API/MCP Lane,No MCP resources/prompts/progress/logging yet.,Reviewed by no-mistakes,no-mistakes run 01KWF5NJXTAFH6FVTR96PS2B2B reached checks-passed on PR #210 before this tracker slice; OpenCodeReview LLM endpoint remains unavailable.,"Ponytail: validate first, then make the smallest behavior-preserving fix only if the repro is confirmed.",Validated by completed goal-loop and no-mistakes gate
B-MCP-002,CLI-024,expert-lane/api-mcp-harness,MCP/Core Tools,Standalone MCP tool calls,tools/call ctx__*,src/ctx/mcp_server/server.py; src/ctx/adapters/generic/ctx_core_tools.py,High,"As an MCP host, I can call ctx capabilities.","The server validates arguments, dispatches shared toolbox tools, and returns JSON text with isError status.",Repo checkout with Python 3.11+ dev environment.,python -m pytest -q src/tests/test_mcp_server.py src/tests/test_harness_ctx_core.py,Automated Test,Tested Pass,"PASS: standalone MCP tool calls covered by test_mcp_server.py and test_harness_ctx_core.py in API/MCP slice -> 383 passed, 1 skipped.",,,,,"PASS: API/MCP validation slice on 2026-07-01: 383 passed, 1 opt-in live MCP skip; harness recommendation slice: 15 passed; explicit live MCP compatibility check: 8 passed, 1 opt-in skip.",2026-07-01,API/MCP Lane,"Tool responses are text-wrapped JSON, not typed resource payloads.",Reviewed by no-mistakes,no-mistakes run 01KWF5NJXTAFH6FVTR96PS2B2B reached checks-passed on PR #210 before this tracker slice; OpenCodeReview LLM endpoint remains unavailable.,"Ponytail: validate first, then make the smallest behavior-preserving fix only if the repro is confirmed.",Validated by completed goal-loop and no-mistakes gate
B-MCP-003,MCP-003,expert-lane/api-mcp-harness,MCP Router,Generic harness MCP router,ctx run --mcp / McpRouter,src/ctx/adapters/generic/tools/mcp_router.py; src/ctx/cli/run.py; src/ctx/adapters/generic/tools/__init__.py,High,"As ctx run, I can connect external MCP tools.","The router spawns configured stdio servers, namespaces tools, routes calls, expands nonsecret env placeholders, blocks sensitive argv placeholder expansion by default with trusted opt-in, redacts literal credential env values and diagnostics, emits client-side external tool telemetry, and propagates W3C traceparent metadata to MCP servers.",Repo checkout with Python 3.11+ dev environment.,python -m pytest -q src/tests/test_mcp_router.py src/tests/test_enterprise_telemetry.py,Automated Test,Needs Validation,"PASS LOCAL: commit 51c845d2 rejects unpublished MCP tools before RPC; lazy selective activation, schema revocation, process-tree cleanup, failed-reap retention, and hashed lifecycle events are implemented. Native Windows and remote containment validation remain pending.",AUDIT-019; AUDIT-078; AUDIT-079,Trace propagation and hidden-tool dispatch are fixed; lazy lifecycle cleanup is implemented locally but still needs native Windows and remote validation.,"Attempt an omitted published tool and a stale capability epoch, then activate and stop a stubborn MCP child on POSIX and native Windows while checking schemas and descendants.",AUDIT-019 and AUDIT-078 Fixed; AUDIT-079 Fixed pending remote validation,"PASS: published-tool boundary focused slice reported 74 passing tests; committed-head runtime audit reported 532 passing tests, with native Windows cleanup still pending.",2026-07-25,API/MCP Lane,The exact published registry is enforced locally. Cross-platform process containment remains the nonterminal proof obligation.,Approved locally pending remote platform proof,Independent reviewers closed the authorization boundary and retained AUDIT-079 as Needs Validation for native Windows and remote cleanup evidence.,Ponytail: add traceparent telemetry and argv placeholder guardrails only; preserve sync stdio router behavior.,Needs native Windows and remote lazy-activation/process-reaping validation
B-MCP-004,CLI-017,expert-lane/api-mcp-harness,MCP/Core Tools,Claude MCP install adapter,ctx-mcp-install/uninstall,src/ctx/adapters/claude_code/install/mcp_install.py,High,"As a Claude Code user, I can install catalog MCP servers.",The installer requires catalog slug plus safe argv/json command and calls claude mcp add/remove.,Repo checkout with Python 3.11+ dev environment.,python -m pytest -q src/tests/test_mcp_install.py,Automated Test,Tested Pass,"PASS: Claude MCP install/uninstall adapter covered by test_mcp_install.py in API/MCP slice -> 383 passed, 1 skipped.",,,,,"PASS: API/MCP validation slice on 2026-07-01: 383 passed, 1 opt-in live MCP skip; harness recommendation slice: 15 passed; explicit live MCP compatibility check: 8 passed, 1 opt-in skip.",2026-07-01,API/MCP Lane,Command allowlist is conservative; real Claude CLI behavior needs host integration.,Reviewed by no-mistakes,no-mistakes run 01KWF5NJXTAFH6FVTR96PS2B2B reached checks-passed on PR #210 before this tracker slice; OpenCodeReview LLM endpoint remains unavailable.,"Ponytail: validate first, then make the smallest behavior-preserving fix only if the repro is confirmed.",Validated by completed goal-loop and no-mistakes gate
