bug_id,duplicate_of,severity,journey,title,file,line,category,what_breaks,repro,suggested_fix,found_by,verification,verification_evidence,reported_in_journeys,fix_status,fix_commit,retest_evidence
FITBUG-053,,P2,json,"`stack.monorepo` is reported false for any workspace monorepo, because a nested package.json overwrites the root one",src/scan_repo.py,314,,"Inside the config-file loop, `pkg_json = data` is reassigned for every package.json the walk encounters, so after the loop `pkg_json` holds the last one seen rather than the root manifest. os.walk is top-down, so the root package.json is always processed first and always overwritten whenever any nested package.json exists — which is the defining property of a workspace monorepo. The fallback at line 629, `elif pkg_json and ""workspaces"" in pkg_json`, therefore inspects a leaf package that by construction has no `workspaces` key. The result is a machine-consumed boolean in the JSON payload that is wrong precisely in the case it exists to detect. It is only masked when the repo also ships turbo.json/nx.json/lerna.json/pnpm-workspace.yaml, which the preceding branch catches. This is not cosmetic: readiness `_check_repo_tractable` (readiness.py:376) branches on `profile.stack.get(""monorepo"")`, so an npm/yarn workspace monorepo is scored and advised as a single-package repo — it gets 'pass' with ""single-package layout, so change scope is unambiguous"" instead of the 'partial' warning that an agent must be told which package to touch. Among two or more nested package.json files the winner is also walk-order-dependent, so the same tree on a different filesystem can differ.",,,paired reviewer,"UNVERIFIED - reported by the paired reviewer, not itself adversarially checked",,json,Fixed,(pending commit),"PASS (discovery lane, accepted by paired reviewer): FITBUG-053"
FITBUG-054,,P2,json,Malformed package.json crashes `ctx fit --json` with a traceback and exit 1 — the same exit code as a successful blocked-plan run,src/scan_repo.py,317,error-handling,"`read_json_safe` guards only against unparseable JSON; it returns whatever valid JSON it finds. `detect_stack` then assumes the parsed document is a dict whose dependency sections are iterables of strings: `all_js_deps.extend(k.lower() for k in data[section])`. A `package.json` of `{""dependencies"": null}` raises TypeError, `[""dependencies""]` raises TypeError, `{""dependencies"": [1, 2]}` raises AttributeError. `cmd_fit` at src/ctx/cli/fit.py:404-408 catches only `NotADirectoryError`, so the exception escapes as an unhandled traceback: stdout is empty (zero bytes, not even a partial document) and the process exits 1. That is precisely the exit code the tool uses for the well-formed ""profiled fine, plan is blocked, here is your JSON"" path, so a CI job cannot distinguish ""could not analyze at all"" from ""analyzed fine, evaluation declined"" by exit status — it has to guess from whether stdout happens to parse. Note the contrast with a genuinely unparseable manifest, which is handled gracefully: that path emits valid JSON, exit 0, and a `warnings` entry.","PY=/Users/steves/Steves_Files/Work/Research_and_Papers/ctx/.venv/bin/python
R=$(mktemp -d)
printf '{""dependencies"": null}' > ""$R/package.json""; printf 'x\n' > ""$R/a.js""
""$PY"" -m ctx fit ""$R"" --json > ""$R/out.json"" 2>""$R/err.txt""; echo ""exit=$?""
echo ""stdout bytes: $(wc -c < ""$R/out.json"")""; tail -3 ""$R/err.txt""
# contrast: unparseable JSON is handled cleanly
printf '{ broken,,,' > ""$R/package.json""
""$PY"" -m ctx fit ""$R"" --json > ""$R/out2.json"" 2>/dev/null; echo ""exit=$? bytes=$(wc -c < ""$R/out2.json"")""
rm -rf ""$R""","Two changes. In scan_repo.detect_stack, type-guard the section before iterating: `section_data = data.get(section); if isinstance(section_data, dict) or isinstance(section_data, list): all_js_deps.extend(k.lower() for k in section_data if isinstance(k, str))`. In cmd_fit, widen the guard around build_fit_profile to catch `Exception`, print `error: could not analyze repository: {exc}` to stderr, and return a distinct code (e.g. 3) so ""could not analyze"" is separable from exit 1 ""analyzed, not runnable"".",journey finder,CONFIRMED by execution,"All three of their shapes reproduce with zero bytes on stdout and exit 1: `{""dependencies"": null}` -> TypeError: 'NoneType' object is not iterable at src/scan_repo.py:317; `[""dependencies""]` -> TypeError: list indices must be integers or slices, not str; `{""dependencies"": [1,2]}` -> AttributeError: 'int' object has no attribute 'lower'. I found a fourth shape they missed: a bare `5` as the whole file crashes earlier, at the `if section in data` membership test, with TypeError: argument of type 'int' is not iterable. The contrast case is as described — `{ broken,,,` gives exit 0 and 10589 bytes of valid JSON. The exit-code collision is real: I independently observed exit 1 on the well-formed blocked-plan path in the finding above, so exit 1 genuinely means both ""crashed before producing anything"" and ""analyzed fine, plan declined"". src/ctx/cli/fit.py:406 catches only NotADirectoryError, and src/ctx/cli/run.py:1853 catches only RuntimeError, so nothing above it converts the exception into a distinct code.",json,Deferred,(pending commit),"DEFERRED: Unchanged from the accepted half. detect_stack type-guards the dependency sections, so all four malformed shapes exit 0 with a valid profile. The row's second suggestion -- widening the guard in cmd_fit and returning a distinct exit code (e.g. 3) so ""could not analyze"" is separable from exit 1 ""analyzed, plan blocked"" -- lives in src/ctx/cli/fit.py, which another lane owns and is editing concurrently, and it is a product decision about the CLI exit-code contract rather than a mechanical fix."
FITBUG-055,,P2,surface,"`ctx-scan-repo`, one of the seven surviving console scripts, tells users to run three commands this commit deleted",src/scan_repo.py,838,correctness,"When no MCP servers match, `ctx-scan-repo --recommend` prints the remediation hint ``ctx-mcp-fetch --source awesome-mcp --limit 100 | ctx-mcp-add --from-stdin`` (line 838). Both scripts were removed in this commit. Separately, the `--recommend` help text at line 859 tells the user the feature ""Requires an existing ~/.claude/skill-wiki graph (run ctx-wiki-graphify first)"" — also removed. `ctx-scan-repo` is still shipped and is advertised in README's task table, so this is live, user-facing guidance that cannot be followed.","REPO=/Users/steves/Steves_Files/Work/Research_and_Papers/ctx
rm -rf /tmp/ctxdemo4 && mkdir -p /tmp/ctxdemo4 && cd /tmp/ctxdemo4 && git init -q .
printf 'def add(a, b):\n    return a + b\n' > calc.py
printf 'from calc import add\n\ndef test_add():\n    assert add(1, 2) == 3\n' > test_calc.py
git add -A && git -c user.email=a@b -c user.name=a commit -qm init
""$REPO/.venv/bin/ctx-scan-repo"" --repo /tmp/ctxdemo4 --output /tmp/ctxdemo4/scan.json --recommend 2>&1 | tail -4
""$REPO/.venv/bin/ctx-scan-repo"" --help | tail -5
export PATH=""$REPO/.venv/bin:$PATH""
for c in ctx-mcp-fetch ctx-mcp-add ctx-wiki-graphify; do command -v $c >/dev/null || echo ""MISSING $c""; done",Rewrite line 838 to `python -m mcp_fetch --source awesome-mcp --limit 100 | python -m mcp_add --from-stdin` and line 859 to reference `python -m ctx.core.wiki.wiki_graphify`.,journey finder,CONFIRMED by execution,`ctx-scan-repo --repo <tmp> --output <tmp>/scan.json --recommend` on a fresh repo prints `(no MCP servers matched — try running` / `\`ctx-mcp-fetch --source awesome-mcp --limit 100 | ctx-mcp-add --from-stdin\`` (scan_repo.py:838). `ctx-scan-repo --help` prints `Requires an existing ~/.claude/skill-wiki graph (run ctx-wiki-graphify first)` (scan_repo.py:859). All three named scripts are absent from the wheel's entry_points.txt and from .venv/bin.,surface,Fixed,(pending commit),"PASS (discovery lane, accepted by paired reviewer): FITBUG-055"
FITBUG-056,,P2,surface,"The guardrail test that claims to catch undeclared packages compares pyproject against a stale hand-written tuple, so it passes while the wheel is broken",src/tests/test_package_scaffold.py,26,test-coverage,"`test_pyproject_declares_all_subpackages` (line 133) documents itself as ""pyproject.toml's packages list must include every scaffolded subpackage. A package that exists on disk but isn't declared won't ship in the wheel."" But it compares against `_EXPECTED_SUBPACKAGES` (line 26), a hand-maintained tuple that itself omits `ctx.fit`, `ctx.monitor.api`, `ctx.monitor.services`, and `ctx.telemetry`. It therefore cannot detect a package that exists on disk and is missing from both lists — exactly the ctx.fit case that makes the wheel unusable. The test passes green today (30 passed) while `ctx` from a wheel cannot run a single advertised command.","cd /Users/steves/Steves_Files/Work/Research_and_Papers/ctx
.venv/bin/python -m pytest src/tests/test_package_scaffold.py -q    # 30 passed
.venv/bin/python - <<'EOF'
import tomllib, pathlib
declared = set(tomllib.load(open('pyproject.toml','rb'))['tool']['setuptools']['packages'])
ondisk = {str(p.parent.relative_to('src')).replace('/', '.') for p in pathlib.Path('src/ctx').rglob('__init__.py')}
print(""on disk but undeclared:"", sorted(ondisk - declared))
EOF
# -> on disk but undeclared: ['ctx.fit']","Derive the expected set from the filesystem (`{p.parent.relative_to(src) for p in (src/'ctx').rglob('__init__.py')}`) instead of the literal tuple, so any new subpackage must be declared in pyproject before the suite goes green.",journey finder,CONFIRMED by execution,"`pytest src/tests/test_package_scaffold.py src/tests/fit/test_cli_surface.py -q` -> 39 passed, while the wheel built from the same tree cannot run `ctx fit` or `ctx doctor`. test_pyproject_declares_all_subpackages (line 133) asserts only `set(_EXPECTED_SUBPACKAGES) - declared == set()`, so a package absent from BOTH lists is invisible by construction. Verified the tuple at line 26 omits ctx.fit, ctx.monitor.api, ctx.monitor.services and ctx.telemetry (the latter three are declared in pyproject, so only ctx.fit actually breaks). Their filesystem-derived fix is the right shape — I ran it and it yields exactly ['ctx.fit'].",surface,Already Fixed,(pending commit),Already fixed in 4bcde259: the test now walks the source tree instead of comparing two hand-maintained lists.
FITBUG-057,,P3,analysis,"Two zero-byte files (AGENTS.md, README.md) raise the readiness score from 17 to 41, because I1 and X2 test only for existence",/Users/steves/Steves_Files/Work/Research_and_Papers/ctx/src/ctx/fit/readiness.py,257,,"`_check_instructions_present` awards the rubric's single largest check (I1, 12 points) for `(root / name).is_file()` with no content test at all, and `_check_docs` awards X2 (4 points) for any README* including an empty one. `touch AGENTS.md README.md` therefore moves the headline number by 24 points on an otherwise-empty git repo (16 earned out of a 69-point denominator) while telling an agent literally nothing. The module docstring opens with 'The score is never the point. A bare number invites gaming', and the rubric's anti-gaming gate (the mandatory agent_rationale) is satisfied by prose rather than by the check measuring what the rationale describes: I1's rationale is that 'an agent told nothing about the project rediscovers conventions by guessing', which is exactly the state an empty AGENTS.md leaves it in. To be fair to the reviewer's sharper findings, this one is weaker in an important respect - I1's evidence string ('found AGENTS.md') is truthful, so this is score inflation, not a false claim. A non-whitespace-content requirement, or 'partial' below a small byte threshold, would close it.",,,paired reviewer,"UNVERIFIED - reported by the paired reviewer, not itself adversarially checked",,analysis,Fixed,(pending commit),"PASS: I1 and X2 now grade content words, not existence. `touch AGENTS.md README.md` no longer moves the score (17 -> 17, was 17 -> 41). The same existence-only pattern was swept from E1 (lockfiles, requirements), E2 (.python-version, runtime.txt), C1 (CI directory) and S2 (.gitignore). Verified by hand on a scratch repo."
FITBUG-058,,P3,analysis,"A UTF-8 BOM in pyproject.toml silently discards every pyproject-derived verification command, while scan_repo parses the same file fine",/Users/steves/Steves_Files/Work/Research_and_Papers/ctx/src/ctx/fit/verification.py,123,,"`_load_toml` opens the file in binary and hands it to tomllib, which rejects a leading BOM with TOMLDecodeError; the except at line 129 turns that into `{}`. Everything derived from pyproject then vanishes at once: [tool.pytest] (the test command is downgraded from high confidence to the low-confidence 'tests/ directory' fallback, whose evidence then claims 'no pytest config'), [tool.ruff] and [tool.mypy] (V2 reports 'neither lint nor type checking is configured'), and [build-system] (V3 fails). The user is also handed 'pyproject.toml exists but could not be parsed' - a stronger version of their finding 11, because here the file is well-formed TOML that every other tool accepts. The codebase already knows about BOMs: scan_repo.py:207 deliberately reads the same file with encoding='utf-8-sig', so two halves of one `ctx fit` run disagree about whether pyproject.toml is parseable. BOM'd config files are a routine artefact of Windows editors.",,,paired reviewer,"UNVERIFIED - reported by the paired reviewer, not itself adversarially checked",,analysis,Fixed,(pending commit),"PASS: `_load_toml` decodes with utf-8-sig, matching scan_repo which already read the same files that way. A BOM'd pyproject went from one low-confidence guess plus a false 'not valid TOML' warning to high-confidence pytest, ruff, mypy and build. Also fixed a latent uncaught UnicodeDecodeError on non-UTF-8 bytes."
FITBUG-059,,P3,analysis,"setup.cfg [tool:pytest] is never read, so pytest configuration in the most common legacy location is reported as absent",/Users/steves/Steves_Files/Work/Research_and_Papers/ctx/src/ctx/fit/verification.py,153,,"`_discover_python` consults pyproject [tool.pytest], pytest.ini and tox.ini, but never setup.cfg - even though scan_repo already lists setup.cfg among the config files it reads (scan_repo.py:114). Two consequences. (a) With a root tests/ dir the command falls through to the low-confidence branch and emits evidence 'a tests directory or test_*.py files exist, but no pytest config', which is factually false (setup.cfg [tool:pytest] IS pytest config) and understates confidence - the exact mirror of the tox.ini overconfidence in their finding 5. (b) Without a root tests/ dir the repo gets no verification command at all: 'no verification commands discovered' and 'This repository cannot yet be evaluated honestly', despite pytest passing. It is hard to justify trusting tox.ini blindly, without ever opening it, while ignoring setup.cfg entirely.",,,paired reviewer,"UNVERIFIED - reported by the paired reviewer, not itself adversarially checked",,analysis,Fixed,(pending commit),"PASS: setup.cfg [tool:pytest] is read, ranked above tox.ini. Without a root tests/ the repository went from 'cannot yet be evaluated honestly' and V1 0/18 to a high-confidence command and V1 18/18."
FITBUG-060,,P3,surface,"`ctx doctor`'s git-on-PATH warning prints after the verdict and is not counted as blocking, so doctor says ""ready"" on a host where task derivation cannot run at all",src/ctx/cli/doctor.py,126,,"`_check_repo` tests `(repo / "".git"").exists()` — a filesystem check that passes with no git binary anywhere. The actual binary check is a bare `if not shutil.which(""git"")` at line 125, executed AFTER the verdict is printed at line 124 and never folded into `blocking`. The result is two adjacent, contradictory lines: doctor declares the repo ready and then admits task derivation is unavailable. This is adjacent to their finding 2 but a distinct code location — finding 2 covers the three checks built at lines 103-107, whereas this is a trailing print that is not a check at all, so fixing finding 2 as they propose (counting those three into `blocking`) leaves this untouched.",,,paired reviewer,"UNVERIFIED - reported by the paired reviewer, not itself adversarially checked",,surface,Fixed,(pending commit),"PASS (cli_fit lane, accepted by paired reviewer): FITBUG-060: the git-on-PATH check is a real check evaluated before the verdict and counted as blocking, not a note printed after doctor already said ""ready""."
FITBUG-061,,P3,budget,The report counts derived tasks rather than tasks that could run,src/ctx/cli/fit.py,363,misleading-output,"`recommend(..., task_count=len(tasks))` passes the number of derived tasks, not the number that produced scored trials. Tasks that failed to prepare (finding 9) or were abandoned by adaptive stopping still inflate the count, so the limitation line and the confidence tier at recommend.py:99-110 are computed against evidence that does not exist. In the live repro one of two tasks was an infrastructure failure on every candidate, yet the report states ""only 2 task(s) were evaluated"" -- overstating the evidence by 2x in a section whose entire purpose is to state how little evidence there is.","CTXROOT=/Users/steves/Steves_Files/Work/Research_and_Papers/ctx
W=/tmp/ctx-fit-repro; cd $W/repo   # scaffold from finding 1
PATH=""$W/bin:$PATH"" OPENAI_API_KEY=sk-dummy $CTXROOT/.venv/bin/ctx fit . --test --budget 1 | grep ""task(s) were evaluated""
#   - only 2 task(s) were evaluated, which is too few to generalize beyond them
# but only one task ever reached a scored trial (see finding 9's repro: the root-commit task
# returns ""could not revert source paths: fatal: invalid reference"" for every candidate)","Derive `task_count` from the execution report -- the number of distinct `task_id`s with at least one trial in `{verified, failed, inconclusive}` -- and pass that to `recommend`, so the stated evidence base matches the evidence actually collected.",journey finder,CONFIRMED by execution,"cli/fit.py:362-364 passes `task_count=len(tasks)` where `tasks` is the forced-red tuple of all derived tasks. The live run printed `only 2 task(s) were evaluated` while the candidate rows all read `0/1` — one scored trial each. The second task was an infrastructure failure and adaptive stopping (execution.py:221-235) abandoned the rest after the first failure, so exactly one trial ever produced evidence.",budget,Fixed,(pending commit),"PASS (cli_fit lane, accepted by paired reviewer): FITBUG-061: recommend() receives the number of tasks that produced at least one scored trial, computed from the execution report, rather than len(derived tasks)."
FITBUG-062,,P3,surface,Usage lines of the modules the docs now point at still name deleted console scripts,src/ctx/cli/recommend.py,22,confusing-output,"The docs were rewritten to `python -m ctx.cli.recommend`, `python -m ctx_monitor`, and `python -m ctx.adapters.claude_code.install.mcp_install`, but those parsers still set `prog=` to the console scripts that were just removed. `python -m ctx.cli.recommend --help` prints `usage: ctx-recommend ...`; `python -m ctx_monitor --help` prints `usage: ctx-monitor ...` (src/ctx/monitor/cli.py:73); `python -m ...mcp_install --help` prints `usage: ctx-mcp-install ...` and `... uninstall --help` prints `usage: ctx-mcp-uninstall ...` (src/ctx/adapters/claude_code/install/mcp_install.py:750 and 780). A user who copies the usage line straight out of the help gets `command not found`. Also affected: agent_mirror.py:356, skill_mirror.py:324, mcp_enrich.py:716, mcp_quality.py:1061, mcp_fetch.py:103, mcp_ingest.py:515, mcp_rebuild_index.py:37, incremental_shadow.py:137, skill_install.py:428, agent_install.py:157.","REPO=/Users/steves/Steves_Files/Work/Research_and_Papers/ctx
cd /tmp
""$REPO/.venv/bin/python"" -m ctx.cli.recommend --help | head -2      # usage: ctx-recommend ...
""$REPO/.venv/bin/python"" -m ctx_monitor --help | head -2             # usage: ctx-monitor ...
""$REPO/.venv/bin/python"" -m ctx.adapters.claude_code.install.mcp_install uninstall --help | head -2   # usage: ctx-mcp-uninstall ...
export PATH=""$REPO/.venv/bin:$PATH""
for c in ctx-recommend ctx-monitor ctx-mcp-uninstall; do command -v $c >/dev/null || echo ""MISSING $c""; done","Set `prog` to the surviving invocation for each parser whose console script was retired, e.g. `prog=""python -m ctx.cli.recommend""`, `prog=""python -m ctx_monitor""`, `prog=""python -m ctx.adapters.claude_code.install.mcp_install""` / `""... uninstall""`.",journey finder,CONFIRMED by execution,"`python -m ctx.cli.recommend --help` -> `usage: ctx-recommend ...`; `python -m ctx_monitor --help` -> `usage: ctx-monitor ...`; `python -m ctx.adapters.claude_code.install.mcp_install --help` -> `usage: ctx-mcp-install ...`; `... uninstall --help` -> `usage: ctx-mcp-uninstall ...`. None of those four commands exist on PATH after install. Worth noting a second, milder variant they did not mention: most of the other documented modules inherit sys.argv[0] and print `usage: harness_install.py`, `usage: agent_add.py`, `usage: wiki_graphify.py` etc., which is wrong for a `python -m` invocation too, just not actively misleading.",surface,Fixed,(pending commit),"PASS: 14 argparse prog= values naming deleted scripts -> 0, verified by AST scan."
FITBUG-063,,P3,surface,`ctx advanced` with no arguments exits 0 instead of the intended 2; the `return 2` is unreachable,src/ctx/cli/run.py,1835,correctness,"`parser.parse_args([""advanced"", ""--help""])` at line 1835 prints help and raises `SystemExit(0)` from inside argparse, so the `return 2` on line 1836 can never execute. A bare `ctx advanced` — a usage error with no command supplied — exits 0, so `ctx advanced && echo ok` prints ok. `ctx advanced --` behaves the same way, because the `--` filter on line 1833 strips the only token and takes the same branch. The help that gets printed is also unhelpful for this case: the `advanced` subparser's own body lists only `rest  The harness command and its arguments` and never names run/resume/sessions, which appear only in the parent parser's one-line description.","REPO=/Users/steves/Steves_Files/Work/Research_and_Papers/ctx
cd /tmp
""$REPO/.venv/bin/ctx"" advanced >/dev/null 2>&1; echo ""exit=$?""    # exit=0, expected 2
""$REPO/.venv/bin/ctx"" advanced -- >/dev/null 2>&1; echo ""exit=$?""  # exit=0
""$REPO/.venv/bin/ctx"" advanced 2>&1 | tail -4                      # help body never names run/resume/sessions","Replace lines 1834-1836 with an explicit print of the advanced subparser's help followed by `return 2`, e.g. keep a handle to the `advanced` parser from `_build_parser` (or look it up via `sub.choices[""advanced""]`), call `advanced.print_help()`, and list the reachable commands in its description.",journey finder,CONFIRMED by execution,"`ctx advanced; echo $?` -> 0. `ctx advanced --; echo $?` -> 0. For contrast `ctx advanced bogus` -> 2 and `ctx bogus` -> 2, so 0 is clearly not the intended usage-error code, and the literal `return 2` at run.py:1836 is dead because `parser.parse_args([""advanced"", ""--help""])` at 1835 raises SystemExit(0) from inside argparse. Their secondary point also checks out: the printed help body lists only `rest  The harness command and its arguments` and never names run/resume/sessions.",surface,Fixed,(pending commit),PASS: bare `ctx advanced` and `ctx advanced --` now exit 2 instead of 0.
FITBUG-064,,P3,surface,"argparse's invalid-choice error leaks the three commands this commit deliberately hid, and names the wrong parser for `ctx advanced` typos",src/ctx/cli/run.py,1883,,"The commit hides run/resume/sessions two ways: dropping their `help=` (so they leave the subcommand listing) and overriding the subparsers metavar to `{fit,doctor,advanced}` (so they leave the usage line). Neither touches `action.choices`, which argparse renders verbatim in its invalid-choice error. The most likely way a user discovers the surface — mistyping a command — prints the full hidden list right back. Separately, `ctx advanced bogus` produces an error attributed to `usage: ctx [-h] ...` / `argument {fit,doctor,advanced}` that never mentions `advanced` at all, because the recursion at run.py:1837 re-enters `main(rest)` with a parser whose prog is `ctx`, so the user cannot tell which level rejected their input. The journey brief calls out ""argparse artifacts leaking into help"" specifically and the review did not catch this; the new test only inspects `result.stdout.splitlines()[0]` of `--help` (test_cli_surface.py:31) and never exercises an error path.",,,paired reviewer,"UNVERIFIED - reported by the paired reviewer, not itself adversarially checked",,surface,Fixed,(pending commit),"PASS: `ctx nosuchcmd` no longer leaks run/resume/sessions; the invalid-choice error now lists only {fit, doctor, advanced}."
FITBUG-065,,P3,recommend,"Simulation quarantine rests on a caller-supplied boolean, not on the per-trial `simulated` flags it calls indelible",src/ctx/fit/apply.py,206,,"execution.py:12-17 says 'Every simulated result carries an indelible flag, and the recommendation layer refuses to present simulated evidence as real.' In fact `TrialResult.simulated` is written by the runners and then never read by anything: `ExecutionReport.simulated` is whatever the caller passed to `execute_trials`, `Recommendation.simulated` copies that, and `plan_apply`'s `simulated-evidence` refusal (apply.py:206) consults only that copy. If the two ever disagree — a new caller, a mixed-mode campaign, a partial live/simulated fallback — 100% synthetic evidence applies cleanly. The per-trial flag that is supposed to be the durable guarantee provides no defence in depth.",,,paired reviewer,"UNVERIFIED - reported by the paired reviewer, not itself adversarially checked",,recommend,Fixed,(pending commit),"PASS (apply_exec lane, accepted by paired reviewer): FITBUG-065 - the simulation quarantine read only the caller-supplied boolean. Recommendation.simulated is now report.simulated OR any per-trial simulated flag, so a mixed or mislabelled campaign is quarantined by plan_apply. (Row was UNVERIFIED; I reproduced it: report.simulated=False with 100% simulated trials produced an appliable plan.)"
FITBUG-066,,P3,json,"`_glob_first(root, ""README*"")` picks a filesystem-ordered README for the X2 readiness evidence",src/ctx/fit/readiness.py,208,,"`_glob_first` is `next(root.glob(pattern), None)` — the identical unsorted-first-match pattern the reviewer flagged in verification.py, in a file they read but at a line they did not reach. It is the fallback in `_check_docs` (readiness.py:383) when none of README.md / README.rst / README exists, so any repository whose readme is README.txt, README.adoc, README.markdown, or that carries several README* variants, publishes a filesystem-order-dependent filename into `readiness.checks[X2].evidence` — a machine-consumed field in the same document the CI job diffs. Same profile as their finding: same-machine stable, differs across filesystems, so it only bites the cross-environment comparison.",,,paired reviewer,"UNVERIFIED - reported by the paired reviewer, not itself adversarially checked",,json,Fixed,(pending commit),"PASS (discovery lane, accepted by paired reviewer): FITBUG-066"
FITBUG-067,,P3,analysis,"An unpinned requirements.txt counts as ""Dependencies are locked"" and earns the full 9 points",src/ctx/fit/readiness.py,291,rubric-mismatch,"`requirements.txt` sits in the same accept-list as poetry.lock, uv.lock, Cargo.lock and go.sum, so a two-line `requests\nflask\n` scores E1 as 'pass' with evidence 'requirements.txt is committed' under the title 'Dependencies are locked'. The check's own agent_rationale is 'Without a lockfile a passing run in an isolated workspace proves nothing about the developer's machine, because the toolchain may differ' — an unpinned requirements.txt provides exactly none of that guarantee, so the check contradicts the rubric it is registered under. 9 of 100 points are available for a file that pins nothing.","rm -rf /tmp/fitreq && mkdir -p /tmp/fitreq && cd /tmp/fitreq
printf 'requests\nflask\n' > requirements.txt
printf '[project]\nname=""r""\nversion=""1""\n' > pyproject.toml
git init -q .
/Users/steves/Steves_Files/Work/Research_and_Papers/ctx/.venv/bin/ctx fit --json \
  | /Users/steves/Steves_Files/Work/Research_and_Papers/ctx/.venv/bin/python -c ""import json,sys;print([c for c in json.load(sys.stdin)['readiness']['checks'] if c['id']=='E1'])""
# -> E1 pass 9/9 evidence ['requirements.txt is committed']","Score requirements.txt as 'partial' unless every non-comment line carries an `==` pin (or the file has the `--hash=` markers of pip-compile output), and reserve 'pass' for genuine lockfiles.",journey finder,CONFIRMED by execution,"Fixture with `requirements.txt` = ""requests\nflask\n"" -> E1 'pass', 9/9, evidence ['requirements.txt is committed'], under the title 'Dependencies are locked'. readiness.py:290 lists requirements.txt in the same accept-list as poetry.lock/uv.lock/Cargo.lock/go.sum.",analysis,Fixed,(pending commit),"PASS (discovery lane, accepted by paired reviewer): FITBUG-067"
FITBUG-068,,P3,analysis,"Monorepo detection is JavaScript-only, so a Python or Cargo workspace is told its ""change scope is unambiguous""",src/ctx/fit/readiness.py,379,false-claim,"`_check_repo_tractable` branches on `profile.stack.get(""monorepo"")`, which scan_repo.py:626-630 sets only for turbo.json / nx.json / lerna.json / pnpm-workspace.yaml or a package.json `workspaces` key. A Python monorepo (uv/hatch workspace, or simply packages/*/pyproject.toml), a Cargo workspace, or a Go multi-module repo therefore falls through to the affirmative branch and is reported as 'pass — single-package layout, so change scope is unambiguous', 6/6 points. The check's stated purpose is that 'in a monorepo an agent must be told which package owns a change, or it edits the wrong one and verification passes for the wrong reason' — the case it is meant to warn about is the case it silently blesses, and it makes a positive claim about layout rather than staying silent.","rm -rf /tmp/fitmono && mkdir -p /tmp/fitmono/packages/alpha /tmp/fitmono/packages/beta && cd /tmp/fitmono
printf '[project]\nname=""mono""\nversion=""0.1""\n[tool.uv.workspace]\nmembers=[""packages/*""]\n' > pyproject.toml
printf '[project]\nname=""alpha""\nversion=""0.1""\n' > packages/alpha/pyproject.toml
printf '[project]\nname=""beta""\nversion=""0.1""\n' > packages/beta/pyproject.toml
git init -q .
/Users/steves/Steves_Files/Work/Research_and_Papers/ctx/.venv/bin/ctx fit --json \
  | /Users/steves/Steves_Files/Work/Research_and_Papers/ctx/.venv/bin/python -c ""import json,sys;d=json.load(sys.stdin);print('monorepo flag',d['stack']['monorepo']);print([c for c in d['readiness']['checks'] if c['id']=='X1'])""
# -> monorepo flag False ; X1 pass ['single-package layout, so change scope is unambiguous']","Add the non-JS workspace signals to scan_repo's monorepo detection ([tool.uv.workspace], [tool.hatch.envs]/hatch workspaces, Cargo.toml [workspace], go.work, multiple nested manifests under packages/ or apps/). Where the layout genuinely cannot be determined, return 'unassessable' instead of asserting 'single-package layout'.",journey finder,CONFIRMED by execution,"uv-workspace fixture (`[tool.uv.workspace] members=[""packages/*""]` plus packages/alpha and packages/beta manifests) -> `ctx fit --json` shows stack.monorepo False and X1 'pass' 6/6 with evidence ['single-package layout, so change scope is unambiguous']. scan_repo.py:625-630 sets the flag only for turbo.json/nx.json/lerna.json/pnpm-workspace.yaml or a package.json `workspaces` key.",analysis,Fixed,(pending commit),"PASS (discovery lane, accepted by paired reviewer): FITBUG-068"
